,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
3895,Springfield,Springfield,39.7709,-89.654,United States,US,USA,Illinois,admin,162588.0,1840009517
3901,Hayward,Hayward,37.6328,-122.0766,United States,US,USA,California,,162254.0,1840020293
3990,New Bedford,New Bedford,41.6697,-70.9428,United States,US,USA,Massachusetts,,158353.0,1840003219
3995,Alexandria,Alexandria,38.8185,-77.0861,United States,US,USA,Virginia,,158185.0,1840003837
4000,Paterson,Paterson,40.9147,-74.1624,United States,US,USA,New Jersey,,157927.0,1840000838
4002,Corona,Corona,33.8616,-117.5649,United States,US,USA,California,,157844.0,1840019305
4008,Merced,Merced,37.3057,-120.4779,United States,US,USA,California,,157617.0,1840020313
4014,Warner Robins,Warner Robins,32.5961,-83.6527,United States,US,USA,Georgia,,157416.0,1840015800
4020,Port Arthur,Port Arthur,29.8554,-93.9264,United States,US,USA,Texas,,156988.0,1840020919
4027,Macon,Macon,32.8065,-83.6974,United States,US,USA,Georgia,,156711.0,1840043455
4048,Kansas City,Kansas City,39.1235,-94.7443,United States,US,USA,Kansas,,155745.0,1840001626
4052,Lakewood,Lakewood,39.6977,-105.1172,United States,US,USA,Colorado,,155608.0,1840020198
4055,Sunnyvale,Sunnyvale,37.3836,-122.0255,United States,US,USA,California,,155550.0,1840021573
4063,Fredericksburg,Fredericksburg,38.2992,-77.4872,United States,US,USA,Virginia,,155414.0,1840003845
4086,Leesburg,Leesburg,28.7672,-81.8962,United States,US,USA,Florida,,154301.0,1840015083
4113,Champaign,Champaign,40.1142,-88.2737,United States,US,USA,Illinois,,153278.0,1840007239
4137,Hollywood,Hollywood,26.0293,-80.1679,United States,US,USA,Florida,,152597.0,1840015144
4151,Pasadena,Pasadena,29.6575,-95.1498,United States,US,USA,Texas,,151964.0,1840020930
4160,Pomona,Pomona,34.0585,-117.7626,United States,US,USA,California,,151592.0,1840020507
4163,Escondido,Escondido,33.1348,-117.0723,United States,US,USA,California,,151443.0,1840020620
4192,Joliet,Joliet,41.5188,-88.1499,United States,US,USA,Illinois,,150323.0,1840008192
4203,Lake Charles,Lake Charles,30.201,-93.2111,United States,US,USA,Louisiana,,150036.0,1840015039
4206,Mesquite,Mesquite,32.7602,-96.5865,United States,US,USA,Texas,,149848.0,1840020713
4210,Mauldin,Mauldin,34.7821,-82.3032,United States,US,USA,South Carolina,,149687.0,1840015476
4216,Panama City,Panama City,30.1995,-85.6003,United States,US,USA,Florida,,149366.0,1840015034
4217,Bellevue,Bellevue,47.5951,-122.1535,United States,US,USA,Washington,,149365.0,1840018417
4228,Naperville,Naperville,41.748,-88.1659,United States,US,USA,Illinois,,149013.0,1840008143
4238,Harlingen,Harlingen,26.1916,-97.6977,United States,US,USA,Texas,,148545.0,1840021036
4239,Tuscaloosa,Tuscaloosa,33.2348,-87.5268,United States,US,USA,Alabama,,148523.0,1840005563
4259,Elkhart,Elkhart,41.6916,-85.9627,United States,US,USA,Indiana,,147679.0,1840008187
4268,Torrance,Torrance,33.8346,-118.3416,United States,US,USA,California,,147156.0,1840021873
4270,Ramapo,Ramapo,41.1404,-74.1072,United States,US,USA,New York,,147119.0,1840058431
4279,Binghamton,Binghamton,42.1014,-75.9093,United States,US,USA,New York,,146870.0,1840000460
4283,Houma,Houma,29.58,-90.7059,United States,US,USA,Louisiana,,146665.0,1840015063
4288,Topeka,Topeka,39.0346,-95.6955,United States,US,USA,Kansas,admin,146473.0,1840001621
4312,Roseville,Roseville,38.7703,-121.3196,United States,US,USA,California,,145687.0,1840020233
4326,Fairfield,Fairfield,38.2583,-122.0335,United States,US,USA,California,,145163.0,1840020253
4346,Tyler,Tyler,32.3184,-95.3062,United States,US,USA,Texas,,143895.0,1840022076
4373,Fullerton,Fullerton,33.8841,-117.9279,United States,US,USA,California,,142964.0,1840020576
4378,Pueblo,Pueblo,38.2701,-104.6114,United States,US,USA,Colorado,,142727.0,1840020255
4387,Athens,Athens,33.9508,-83.3689,United States,US,USA,Georgia,,142277.0,1840029463
4388,Santa Maria,Santa Maria,34.9333,-120.4431,United States,US,USA,California,,142230.0,1840021830
4398,Surprise,Surprise,33.6815,-112.4515,United States,US,USA,Arizona,,141875.0,1840021941
4407,Charleston,Charleston,38.3484,-81.6322,United States,US,USA,West Virginia,admin,141640.0,1840006196
4413,Las Cruces,Las Cruces,32.3265,-106.7893,United States,US,USA,New Mexico,,141399.0,1840020683
4430,Metairie,Metairie,29.9977,-90.178,United States,US,USA,Louisiana,,140590.0,1840013994
4431,Thornton,Thornton,39.9197,-104.9438,United States,US,USA,Colorado,,140538.0,1840021422
4437,Olathe,Olathe,38.8833,-94.82,United States,US,USA,Kansas,,140339.0,1840003833
4459,Gainesville,Gainesville,34.2902,-83.8294,United States,US,USA,Georgia,,139507.0,1840013612
4463,West Valley City,West Valley City,40.6886,-112.0123,United States,US,USA,Utah,,139361.0,1840021389
4467,Orange,Orange,33.8038,-117.8218,United States,US,USA,California,,139195.0,1840020582
4475,Warren,Warren,42.4934,-83.027,United States,US,USA,Michigan,,138996.0,1840002418
4481,Pasadena,Pasadena,34.1597,-118.139,United States,US,USA,California,,138771.0,1840020505
4510,Beaumont,Beaumont,30.0849,-94.1451,United States,US,USA,Texas,,137549.0,1840019612
4525,Burlington,Burlington,36.076,-79.4685,United States,US,USA,North Carolina,,137096.0,1840013362
4539,Hampton,Hampton,37.0551,-76.363,United States,US,USA,Virginia,,136748.0,1840003866
4541,Columbia,Columbia,38.9472,-92.3268,United States,US,USA,Missouri,,136736.0,1840007391
4567,Yuma,Yuma,32.5995,-114.5491,United States,US,USA,Arizona,,135933.0,1840021998
4572,Elizabeth,Elizabeth,40.6658,-74.1913,United States,US,USA,New Jersey,,135772.0,1840003613
4584,Racine,Racine,42.7274,-87.8135,United States,US,USA,Wisconsin,,135352.0,1840002493
4586,Greeley,Greeley,40.4152,-104.7706,United States,US,USA,Colorado,,135270.0,1840020149
4600,Kent,Kent,47.3887,-122.2128,United States,US,USA,Washington,,134890.0,1840018424
4604,Stamford,Stamford,41.1039,-73.5585,United States,US,USA,Connecticut,,134820.0,1840004841
4605,Odessa,Odessa,31.8801,-102.3448,United States,US,USA,Texas,,134793.0,1840020794
4615,Bloomington,Bloomington,40.4757,-88.9703,United States,US,USA,Illinois,,134357.0,1840007207
4618,Miramar,Miramar,25.9773,-80.3351,United States,US,USA,Florida,,134306.0,1840015137
4622,Grand Junction,Grand Junction,39.0877,-108.5673,United States,US,USA,Colorado,,134074.0,1840020230
4623,Sterling Heights,Sterling Heights,42.5809,-83.0305,United States,US,USA,Michigan,,134062.0,1840003094
4633,Coral Springs,Coral Springs,26.2702,-80.2591,United States,US,USA,Florida,,133693.0,1840015134
4671,Johnson City,Johnson City,36.3406,-82.3806,United States,US,USA,Tennessee,,131902.0,1840014462
4683,Carrollton,Carrollton,32.989,-96.8999,United States,US,USA,Texas,,131388.0,1840019436
4707,Midland,Midland,32.0243,-102.1147,United States,US,USA,Texas,,130765.0,1840020792
4717,Yakima,Yakima,46.5923,-120.5496,United States,US,USA,Washington,,130440.0,1840021154
4726,Lakewood,Lakewood,40.0763,-74.2031,United States,US,USA,New Jersey,,130221.0,1840081607
4740,Bellingham,Bellingham,48.7548,-122.469,United States,US,USA,Washington,,129601.0,1840018346
4741,Yuba City,Yuba City,39.1357,-121.6383,United States,US,USA,California,,129536.0,1840021463
4768,Amherst,Amherst,43.0117,-78.757,United States,US,USA,New York,,128783.0,1840057194
4793,South Lyon,South Lyon,42.4614,-83.6526,United States,US,USA,Michigan,,128071.0,1840002432
4803,Santa Clara,Santa Clara,37.3646,-121.968,United States,US,USA,California,,127922.0,1840021571
4804,St. George,St. George,37.0758,-113.5752,United States,US,USA,Utah,,127890.0,1840021559
4812,Fort Smith,Fort Smith,35.3495,-94.3695,United States,US,USA,Arkansas,,127699.0,1840013456
4828,Simi Valley,Simi Valley,34.2663,-118.749,United States,US,USA,California,,127158.0,1840021843
4865,Dover,Dover,39.161,-75.5202,United States,US,USA,Delaware,admin,125931.0,1840005810
4869,Norman,Norman,35.2335,-97.3471,United States,US,USA,Oklahoma,,125745.0,1840020451
4882,Abilene,Abilene,32.4543,-99.7384,United States,US,USA,Texas,,125474.0,1840019476
4898,Billings,Billings,45.7891,-108.5526,United States,US,USA,Montana,,124973.0,1840018496
4939,Lehigh Acres,Lehigh Acres,26.612,-81.6388,United States,US,USA,Florida,,123751.0,1840014220
4946,St. Cloud,St. Cloud,45.534,-94.1718,United States,US,USA,Minnesota,,123569.0,1840008881
4959,Kenosha,Kenosha,42.5865,-87.8773,United States,US,USA,Wisconsin,,123061.0,1840003160
4969,Greenville,Greenville,35.5943,-77.376,United States,US,USA,North Carolina,,122921.0,1840013407
4971,Arvada,Arvada,39.832,-105.151,United States,US,USA,Colorado,,122903.0,1840018788
4980,Pearland,Pearland,29.5581,-95.3218,United States,US,USA,Texas,,122609.0,1840020979
4991,Independence,Independence,39.0871,-94.3501,United States,US,USA,Missouri,,122230.0,1840008534
4996,Texas City,Texas City,29.4154,-94.9682,United States,US,USA,Texas,,122017.0,1840022234
5013,Redding,Redding,40.5698,-122.365,United States,US,USA,California,,121498.0,1840020141
5036,Lynchburg,Lynchburg,37.4003,-79.1909,United States,US,USA,Virginia,,120877.0,1840003855
5038,Boulder,Boulder,40.0248,-105.2524,United States,US,USA,Colorado,,120818.0,1840018774
5071,Iowa City,Iowa City,41.6559,-91.5303,United States,US,USA,Iowa,,120015.0,1840000532
5081,Rochester,Rochester,44.0154,-92.478,United States,US,USA,Minnesota,,119732.0,1840008987
5085,Berkeley,Berkeley,37.8722,-122.276,United States,US,USA,California,,119607.0,1840018914
5090,Waldorf,Waldorf,38.6085,-76.9194,United States,US,USA,Maryland,,119442.0,1840006175
5099,The Villages,The Villages,28.9034,-81.9887,United States,US,USA,Florida,,119296.0,1840014065
5111,Duluth,Duluth,46.7756,-92.1393,United States,US,USA,Minnesota,,118975.0,1840007685
5112,East Los Angeles,East Los Angeles,34.0326,-118.1691,United States,US,USA,California,,118964.0,1840019206
5116,Saginaw,Saginaw,43.4199,-83.9501,United States,US,USA,Michigan,,118845.0,1840002813
5135,Clovis,Clovis,36.8278,-119.683,United States,US,USA,California,,118488.0,1840018944
5146,Leominster,Leominster,42.5209,-71.7717,United States,US,USA,Massachusetts,,118190.0,1840000437
5162,Round Rock,Round Rock,30.527,-97.6642,United States,US,USA,Texas,,117735.0,1840020879
5191,Monroe,Monroe,32.5185,-92.0774,United States,US,USA,Louisiana,,117197.0,1840014881
5206,Cambridge,Cambridge,42.3759,-71.1185,United States,US,USA,Massachusetts,,116892.0,1840000429
5218,Clearwater,Clearwater,27.979,-82.7623,United States,US,USA,Florida,,116616.0,1840015110
5223,Smithtown,Smithtown,40.8663,-73.2164,United States,US,USA,New York,,116560.0,1840058498
5238,Seaside,Seaside,36.6224,-121.8199,United States,US,USA,California,,116189.0,1840021634
5243,West Jordan,West Jordan,40.6024,-112.0008,United States,US,USA,Utah,,116045.0,1840021388
5250,Richardson,Richardson,32.9716,-96.7093,United States,US,USA,Texas,,115904.0,1840020710
5253,West Palm Beach,West Palm Beach,26.7469,-80.132,United States,US,USA,Florida,,115877.0,1840015993
5254,Temple,Temple,31.1068,-97.3891,United States,US,USA,Texas,,115809.0,1840022154
5258,Burlington,Burlington,44.4876,-73.2316,United States,US,USA,Vermont,,115682.0,1840002310
5259,Richmond,Richmond,37.9477,-122.3389,United States,US,USA,California,,115677.0,1840020277
5265,Westminster,Westminster,39.8837,-105.0624,United States,US,USA,Colorado,,115535.0,1840021423
5269,Pottstown,Pottstown,40.2508,-75.6445,United States,US,USA,Pennsylvania,,115413.0,1840001373
5272,Brandon,Brandon,27.9367,-82.3,United States,US,USA,Florida,,115330.0,1840014151
5275,Rock Hill,Rock Hill,34.9415,-81.0241,United States,US,USA,South Carolina,,115292.0,1840014618
5278,Meridian,Meridian,43.6116,-116.3977,United States,US,USA,Idaho,,115227.0,1840020046
5290,Coeur d'Alene,Coeur d'Alene,47.704,-116.7936,United States,US,USA,Idaho,,114880.0,1840018402
5291,Carlsbad,Carlsbad,33.1246,-117.2834,United States,US,USA,California,,114858.0,1840019352
5295,Lowell,Lowell,42.6389,-71.3217,United States,US,USA,Massachusetts,,114804.0,1840000426
5300,Waterloo,Waterloo,42.4918,-92.3522,United States,US,USA,Iowa,,114594.0,1840000440
5304,North Charleston,North Charleston,32.9067,-80.0722,United States,US,USA,South Carolina,,114542.0,1840015164
5314,Gilroy,Gilroy,37.0046,-121.5854,United States,US,USA,California,,114461.0,1840020327
5318,Downey,Downey,33.9379,-118.1311,United States,US,USA,California,,114293.0,1840019245
5320,Gresham,Gresham,45.5021,-122.4413,United States,US,USA,Oregon,,114164.0,1840019939
5322,Elgin,Elgin,42.0383,-88.324,United States,US,USA,Illinois,,114156.0,1840008134
5377,Utica,Utica,43.0962,-75.2261,United States,US,USA,New York,,112948.0,1840002746
5383,Broken Arrow,Broken Arrow,36.038,-95.7806,United States,US,USA,Oklahoma,,112751.0,1840019059
5417,Costa Mesa,Costa Mesa,33.6667,-117.9135,United States,US,USA,California,,112148.0,1840019326
5418,Chico,Chico,39.7578,-121.8161,United States,US,USA,California,,112132.0,1840018778
5425,Sioux City,Sioux City,42.4959,-96.3901,United States,US,USA,Iowa,,111924.0,1840000447
5432,League City,League City,29.4874,-95.1087,United States,US,USA,Texas,,111847.0,1840020973
5436,Miami Gardens,Miami Gardens,25.9433,-80.2426,United States,US,USA,Florida,,111706.0,1840015151
5451,Pompano Beach,Pompano Beach,26.2428,-80.1312,United States,US,USA,Florida,,111423.0,1840015143
5489,San Buenaventura,San Buenaventura,34.2741,-119.2314,United States,US,USA,California,,110572.0,1840037414
5493,Everett,Everett,47.9525,-122.1669,United States,US,USA,Washington,,110438.0,1840019785
5495,El Centro,El Centro,32.7865,-115.5595,United States,US,USA,California,,110434.0,1840020630
5503,Sugar Land,Sugar Land,29.5935,-95.6358,United States,US,USA,Texas,,110272.0,1840022217
5507,El Monte,El Monte,34.0739,-118.0291,United States,US,USA,California,,110144.0,1840020480
5513,Lewisville,Lewisville,33.0454,-96.9815,United States,US,USA,Texas,,110077.0,1840020639
5547,West Covina,West Covina,34.0555,-117.9113,United States,US,USA,California,,109396.0,1840021876
5549,Temecula,Temecula,33.4928,-117.1315,United States,US,USA,California,,109376.0,1840021937
5554,Bend,Bend,44.0563,-121.3095,United States,US,USA,Oregon,,109224.0,1840018618
5565,Salisbury,Salisbury,38.3756,-75.5865,United States,US,USA,Maryland,,108982.0,1840006219
5585,Jacksonville,Jacksonville,34.7289,-77.3941,United States,US,USA,North Carolina,,108549.0,1840014653
5598,Inglewood,Inglewood,33.9566,-118.3444,United States,US,USA,California,,108206.0,1840019237
5605,Dearborn,Dearborn,42.3127,-83.213,United States,US,USA,Michigan,,107985.0,1840003969
5606,Centennial,Centennial,39.5926,-104.8673,United States,US,USA,Colorado,,107972.0,1840018792
5630,Burbank,Burbank,34.1879,-118.3235,United States,US,USA,California,,107364.0,1840019233
5650,Edison,Edison,40.536,-74.3697,United States,US,USA,New Jersey,,106909.0,1840081696
5652,Sparks,Sparks,39.5736,-119.7161,United States,US,USA,Nevada,,106900.0,1840021337
5666,Sandy Springs,Sandy Springs,33.9366,-84.3703,United States,US,USA,Georgia,,106605.0,1840015609
5678,Bloomington,Bloomington,39.1637,-86.5257,United States,US,USA,Indiana,,106327.0,1840007376
5679,Logan,Logan,41.7399,-111.8422,United States,US,USA,Utah,,106319.0,1840020108
5685,Kailua,Kailua,21.392,-157.7396,United States,US,USA,Hawaii,,106260.0,1840023244
5689,El Cajon,El Cajon,32.8017,-116.9604,United States,US,USA,California,,106043.0,1840020618
5699,Hillsboro,Hillsboro,45.5273,-122.936,United States,US,USA,Oregon,,105909.0,1840019932
5716,South Fulton,South Fulton,33.6273,-84.58,United States,US,USA,Georgia,,105551.0,1840029465
5728,Renton,Renton,47.4784,-122.1918,United States,US,USA,Washington,,105313.0,1840019827
5744,Mandeville,Mandeville,30.3751,-90.0904,United States,US,USA,Louisiana,,105097.0,1840015909
5745,San Mateo,San Mateo,37.5522,-122.3121,United States,US,USA,California,,105087.0,1840021551
5746,Columbia,Columbia,39.2004,-76.859,United States,US,USA,Maryland,,105086.0,1840005803
5755,Daly City,Daly City,37.6862,-122.4685,United States,US,USA,California,,104914.0,1840018926
5760,Davie,Davie,26.0789,-80.287,United States,US,USA,Florida,,104782.0,1840017272
5764,Jurupa Valley,Jurupa Valley,34.001,-117.4706,United States,US,USA,California,,104684.0,1840043419
5787,Brockton,Brockton,42.0821,-71.0242,United States,US,USA,Massachusetts,,104216.0,1840000467
5798,Longmont,Longmont,40.1686,-105.1005,United States,US,USA,Colorado,,104035.0,1840020178
5810,Rialto,Rialto,34.1175,-117.3892,United States,US,USA,California,,103799.0,1840020407
5827,Eau Claire,Eau Claire,44.8197,-91.4948,United States,US,USA,Wisconsin,,103586.0,1840002296
5838,Turlock,Turlock,37.5053,-120.8588,United States,US,USA,California,,103359.0,1840021533
5839,Woodbridge,Woodbridge,40.5611,-74.2943,United States,US,USA,New Jersey,,103353.0,1840081695
5840,Norwalk,Norwalk,33.9069,-118.0829,United States,US,USA,California,,103330.0,1840020501
5848,Highlands Ranch,Highlands Ranch,39.5419,-104.9708,United States,US,USA,Colorado,,103238.0,1840028579
5871,Allen,Allen,33.1088,-96.6735,United States,US,USA,Texas,,102778.0,1840019396
5880,Wichita Falls,Wichita Falls,33.9072,-98.5291,United States,US,USA,Texas,,102563.0,1840021923
5886,Rio Rancho,Rio Rancho,35.2873,-106.6982,United States,US,USA,New Mexico,,102403.0,1840020387
5893,Vacaville,Vacaville,38.3587,-121.9673,United States,US,USA,California,,102256.0,1840021498
5898,Spokane Valley,Spokane Valley,47.6626,-117.2346,United States,US,USA,Washington,,102178.0,1840021094
5899,Charlottesville,Charlottesville,38.0375,-78.4855,United States,US,USA,Virginia,,102164.0,1840001678
5931,Idaho Falls,Idaho Falls,43.4871,-112.0362,United States,US,USA,Idaho,,101326.0,1840018644
5939,Menifee,Menifee,33.6909,-117.1849,United States,US,USA,California,,101089.0,1840022903
5953,Lee's Summit,Lee's Summit,38.9171,-94.3816,United States,US,USA,Missouri,,100772.0,1840032155
5962,Quincy,Quincy,42.2506,-71.0187,United States,US,USA,Massachusetts,,100544.0,1840000461
5974,San Angelo,San Angelo,31.4424,-100.4504,United States,US,USA,Texas,,100330.0,1840022146
5976,Lynn,Lynn,42.4781,-70.9664,United States,US,USA,Massachusetts,,100233.0,1840000409
5977,Holland,Holland,42.7677,-86.0984,United States,US,USA,Michigan,,100202.0,1840002996
5994,Santa Fe,Santa Fe,35.6619,-105.9819,United States,US,USA,New Mexico,admin,99439.0,1840021707
6005,Vista,Vista,33.1896,-117.2386,United States,US,USA,California,,98651.0,1840021994
6035,Orem,Orem,40.2981,-111.6994,United States,US,USA,Utah,,96734.0,1840020171
6045,Sunrise,Sunrise,26.1547,-80.2997,United States,US,USA,Florida,,96220.0,1840016000
